,cluster1,cluster2,cluster3
22898,5.0,,1.0
23138,4.0,2.0,3.0
23163,2.0,2.0,2.0
23206,1.0,3.0,2.0
23213,3.0,,1.0
23328,1.0,1.0,
23469,2.0,2.0,4.0
23530,2.0,,2.0
23707,4.0,1.0,4.0
23804,2.0,1.0,2.0
23825,2.0,2.0,4.0
23838,2.0,1.0,4.0
23895,1.0,,1.0
23927,2.0,2.0,2.0
23928,4.0,2.0,2.0
23939,1.0,,
23943,2.0,2.0,2.0
23964,3.0,3.0,4.0
23982,2.0,1.0,1.0
23987,1.0,,
24036,4.0,5.0,3.0
24075,3.0,1.0,
24191,1.0,,
24202,3.0,2.0,4.0
24204,4.0,2.0,2.0
24243,1.0,1.0,
24244,3.0,5.0,2.0
24250,2.0,,
24275,1.0,,2.0
24276,1.0,1.0,1.0
24295,5.0,2.0,4.0
24330,3.0,1.0,5.0
24358,6.0,1.0,2.0
24413,2.0,2.0,1.0
24422,2.0,2.0,4.0
24444,4.0,1.0,
24449,5.0,,1.0
24455,1.0,,
24503,5.0,,2.0
24683,1.0,1.0,
24743,3.0,,2.0
24770,5.0,3.0,4.0
24802,1.0,,
24824,3.0,1.0,3.0
24886,5.0,2.0,
24897,3.0,,1.0
24921,1.0,,
24947,2.0,1.0,5.0
24975,4.0,1.0,3.0
24995,4.0,2.0,2.0
24996,1.0,,
25083,2.0,1.0,1.0
25169,3.0,1.0,
25249,6.0,2.0,4.0
25275,2.0,1.0,1.0
25334,2.0,,2.0
25373,6.0,3.0,3.0
25378,3.0,2.0,2.0
25418,2.0,,1.0
25456,2.0,,
25477,1.0,1.0,1.0
25826,2.0,,2.0
25855,1.0,3.0,4.0
25866,3.0,,
25927,1.0,,
26032,1.0,2.0,4.0
26036,4.0,2.0,3.0
26101,2.0,,3.0
26142,3.0,2.0,1.0
26188,4.0,1.0,3.0
26195,2.0,1.0,
26238,5.0,4.0,9.0
26257,3.0,1.0,1.0
26276,4.0,3.0,
26287,4.0,,6.0
26316,1.0,1.0,2.0
26331,2.0,1.0,2.0
26436,1.0,1.0,1.0
26518,2.0,,
26539,2.0,,
26635,5.0,2.0,4.0
26637,2.0,1.0,1.0
26653,4.0,2.0,4.0
26746,3.0,2.0,2.0
26768,6.0,2.0,1.0
26807,3.0,,1.0
26840,2.0,,1.0
26854,1.0,,1.0
26938,3.0,,3.0
26994,2.0,1.0,2.0
26996,1.0,,
27026,2.0,2.0,1.0
27028,3.0,1.0,1.0
27126,2.0,1.0,1.0
27150,5.0,2.0,4.0
27159,1.0,2.0,3.0
27236,5.0,4.0,5.0
27239,3.0,2.0,6.0
27253,6.0,4.0,8.0
27255,7.0,14.0,16.0
27261,1.0,,
27289,1.0,,1.0
27297,4.0,2.0,5.0
27303,1.0,2.0,
27331,1.0,1.0,2.0
27347,1.0,3.0,3.0
27356,6.0,9.0,13.0
27357,6.0,11.0,15.0
27375,3.0,2.0,3.0
27378,2.0,,2.0
27459,2.0,,1.0
27527,5.0,3.0,4.0
27535,1.0,1.0,2.0
27538,2.0,,1.0
27630,2.0,2.0,6.0
27654,4.0,,1.0
27667,1.0,1.0,1.0
27717,2.0,,
27772,4.0,2.0,
27886,1.0,1.0,1.0
27890,4.0,2.0,2.0
27923,1.0,1.0,
27984,3.0,1.0,
27989,3.0,,1.0
28022,3.0,,1.0
28073,1.0,1.0,2.0
28099,1.0,,1.0
28147,1.0,,
28218,3.0,,5.0
28219,2.0,1.0,6.0
28225,2.0,1.0,2.0
28278,4.0,1.0,4.0
28280,6.0,4.0,3.0
28302,1.0,1.0,1.0
28315,2.0,1.0,1.0
28432,1.0,,3.0
28479,3.0,2.0,2.0
28655,1.0,,
28682,8.0,4.0,3.0
28698,3.0,2.0,3.0
28751,3.0,2.0,2.0
28805,5.0,2.0,2.0
28926,1.0,,
28951,2.0,2.0,
29028,1.0,,
29057,1.0,1.0,2.0
29119,2.0,3.0,
29260,2.0,1.0,
29447,3.0,,1.0
29646,2.0,1.0,4.0
29745,1.0,3.0,2.0
29848,5.0,5.0,4.0
320,2.0,1.0,1.0
478,1.0,1.0,1.0
709,1.0,,2.0
811,1.0,,3.0
1096,2.0,1.0,2.0
1265,2.0,1.0,2.0
1484,3.0,,1.0
1563,2.0,,1.0
1824,6.0,1.0,3.0
1868,2.0,2.0,2.0
1872,1.0,,2.0
1915,2.0,2.0,
1926,2.0,1.0,
1990,1.0,,1.0
2469,3.0,2.0,1.0
2677,3.0,1.0,4.0
2681,2.0,1.0,5.0
2967,2.0,,1.0
3068,1.0,,3.0
3153,3.0,2.0,3.0
3177,2.0,,2.0
3397,1.0,2.0,1.0
3721,1.0,1.0,1.0
3761,2.0,3.0,3.0
4203,2.0,1.0,5.0
4688,1.0,1.0,2.0
4807,1.0,2.0,1.0
5161,3.0,2.0,4.0
5284,1.0,2.0,1.0
5554,1.0,,1.0
5634,4.0,3.0,4.0
5993,1.0,1.0,
6027,3.0,,
6359,1.0,,1.0
6599,1.0,1.0,
6824,4.0,3.0,5.0
6876,1.0,3.0,
7113,2.0,1.0,1.0
7564,2.0,1.0,3.0
7574,3.0,,4.0
7639,1.0,,
8109,1.0,1.0,
8602,2.0,2.0,
8640,5.0,3.0,2.0
8851,2.0,1.0,1.0
9080,1.0,,1.0
9321,2.0,15.0,7.0
9422,1.0,1.0,1.0
9558,6.0,4.0,1.0
9572,3.0,2.0,3.0
9597,1.0,,1.0
9598,1.0,,1.0
9614,3.0,1.0,4.0
9729,1.0,,
9781,3.0,,2.0
9973,1.0,,
9992,2.0,1.0,2.0
10085,1.0,1.0,
10209,3.0,,2.0
10351,1.0,1.0,4.0
10363,2.0,5.0,7.0
10388,4.0,9.0,14.0
10557,3.0,2.0,1.0
10601,2.0,3.0,2.0
10635,3.0,2.0,
10997,3.0,1.0,2.0
12833,2.0,,1.0
12906,3.0,,2.0
12935,3.0,1.0,4.0
13268,2.0,,3.0
13465,3.0,1.0,
13520,2.0,,2.0
14657,3.0,1.0,3.0
14822,2.0,,1.0
14835,1.0,2.0,
15687,2.0,1.0,2.0
15971,1.0,,3.0
16117,3.0,,1.0
16435,3.0,1.0,1.0
16575,1.0,,
16577,4.0,2.0,3.0
16893,4.0,2.0,2.0
17185,1.0,1.0,2.0
17336,3.0,1.0,2.0
17761,3.0,,1.0
17904,2.0,2.0,4.0
18266,3.0,2.0,3.0
18344,3.0,2.0,3.0
18692,2.0,,2.0
18796,3.0,1.0,2.0
19154,2.0,,2.0
19704,1.0,2.0,2.0
20171,2.0,2.0,1.0
20311,3.0,,
20370,2.0,,
20476,1.0,1.0,
20778,3.0,2.0,4.0
20900,2.0,1.0,1.0
21234,2.0,2.0,
21269,2.0,3.0,
21274,3.0,4.0,8.0
21289,1.0,2.0,8.0
21341,2.0,3.0,3.0
21944,2.0,1.0,2.0
22231,1.0,2.0,1.0
22432,1.0,,
22653,4.0,1.0,3.0
23165,2.0,3.0,2.0
24047,4.0,2.0,5.0
24132,3.0,4.0,
24305,2.0,2.0,3.0
25061,1.0,1.0,2.0
25324,2.0,3.0,3.0
25357,3.0,1.0,1.0
25390,1.0,1.0,2.0
25978,2.0,1.0,4.0
26091,1.0,,
26425,4.0,2.0,
26514,2.0,,1.0
26566,3.0,1.0,2.0
26836,1.0,,
26873,2.0,,3.0
27219,4.0,4.0,6.0
27258,1.0,,2.0
27626,3.0,,3.0
27679,3.0,,3.0
28357,4.0,2.0,
28463,5.0,1.0,5.0
29016,3.0,,3.0
29144,2.0,1.0,2.0
29296,4.0,1.0,
29764,2.0,2.0,2.0
56,2.0,,
177,1.0,1.0,1.0
1890,2.0,,1.0
1940,1.0,2.0,1.0
2629,1.0,,
3066,1.0,,
3279,1.0,,1.0
5175,3.0,2.0,
6557,4.0,,3.0
11231,4.0,3.0,4.0
11624,3.0,3.0,2.0
12100,3.0,,4.0
12104,3.0,3.0,1.0
12506,1.0,1.0,3.0
15237,5.0,5.0,2.0
17171,3.0,,1.0
18337,1.0,,
19101,2.0,1.0,2.0
19207,4.0,2.0,6.0
19264,2.0,2.0,1.0
19478,4.0,1.0,
19566,1.0,,
22168,2.0,2.0,1.0
22203,4.0,21.0,20.0
22569,3.0,1.0,
23108,1.0,1.0,3.0
24239,1.0,2.0,2.0
24365,2.0,,1.0
27852,1.0,2.0,2.0
29679,1.0,,
129,1.0,2.0,2.0
182,3.0,3.0,1.0
1093,1.0,,
1330,2.0,2.0,
1345,3.0,,2.0
5711,4.0,2.0,3.0
6784,2.0,2.0,4.0
8584,1.0,,4.0
10138,1.0,,
11330,4.0,2.0,6.0
13781,3.0,3.0,2.0
14300,2.0,1.0,4.0
16040,1.0,2.0,2.0
21392,3.0,,1.0
22922,2.0,,4.0
24378,1.0,,
27393,3.0,,2.0
799,2.0,1.0,1.0
910,1.0,2.0,2.0
914,2.0,,1.0
942,2.0,,
2003,1.0,1.0,2.0
2502,1.0,1.0,1.0
2716,3.0,4.0,7.0
2734,1.0,1.0,
3460,2.0,2.0,4.0
3787,2.0,,4.0
4215,2.0,5.0,8.0
5239,2.0,1.0,1.0
5369,2.0,,1.0
6270,2.0,,
6757,2.0,2.0,2.0
6777,1.0,,
7379,4.0,2.0,3.0
7444,2.0,1.0,4.0
7838,1.0,1.0,1.0
7877,3.0,1.0,6.0
7880,3.0,1.0,4.0
9086,1.0,1.0,1.0
9810,2.0,,
9844,2.0,2.0,1.0
9907,1.0,1.0,
10081,4.0,2.0,1.0
10105,1.0,2.0,2.0
10106,2.0,,2.0
10379,1.0,2.0,1.0
10393,1.0,7.0,8.0
10398,1.0,4.0,4.0
10413,1.0,4.0,2.0
10784,3.0,,1.0
10789,1.0,1.0,
11297,1.0,,1.0
11394,2.0,,1.0
11417,2.0,2.0,1.0
11438,3.0,2.0,2.0
11446,2.0,2.0,5.0
11514,3.0,3.0,4.0
11743,3.0,,2.0
11810,1.0,2.0,3.0
13397,4.0,3.0,5.0
13627,1.0,2.0,1.0
14474,2.0,,2.0
15275,2.0,1.0,1.0
16871,3.0,1.0,1.0
18103,2.0,1.0,1.0
18584,1.0,2.0,2.0
18751,3.0,1.0,2.0
18809,2.0,1.0,4.0
18816,1.0,,
20099,1.0,,1.0
21225,2.0,,
21612,2.0,1.0,2.0
21631,1.0,1.0,2.0
21882,2.0,,
22144,1.0,1.0,2.0
22425,3.0,,
22645,2.0,2.0,2.0
22651,1.0,,3.0
22700,1.0,1.0,5.0
22726,1.0,2.0,6.0
23568,4.0,2.0,2.0
23945,2.0,3.0,6.0
24789,1.0,,2.0
25511,2.0,,
25947,1.0,2.0,
26076,1.0,1.0,
26529,1.0,,
26537,1.0,,
26660,1.0,,1.0
26886,2.0,,3.0
26946,2.0,1.0,1.0
27450,3.0,,1.0
28580,1.0,1.0,3.0
29072,3.0,2.0,3.0
5575,2.0,,1.0
5924,4.0,12.0,3.0
8860,1.0,1.0,3.0
21767,1.0,,
23170,1.0,3.0,
25305,2.0,,4.0
25989,1.0,,
8394,3.0,3.0,
26525,1.0,2.0,1.0
26869,3.0,2.0,
27110,3.0,1.0,
28498,1.0,,
29284,1.0,,1.0
29315,1.0,,
45,1.0,4.0,4.0
159,2.0,2.0,1.0
353,2.0,,
417,3.0,1.0,3.0
427,3.0,3.0,3.0
503,3.0,2.0,2.0
569,1.0,1.0,3.0
613,2.0,2.0,1.0
649,1.0,1.0,2.0
653,1.0,,1.0
678,1.0,,
813,2.0,1.0,5.0
891,2.0,1.0,1.0
1130,1.0,,
1188,1.0,1.0,
1387,2.0,1.0,
1527,2.0,,
1530,2.0,2.0,2.0
1707,1.0,,
1820,3.0,1.0,3.0
1895,1.0,1.0,
2048,1.0,2.0,4.0
2089,1.0,1.0,
2227,2.0,1.0,1.0
2288,1.0,,
2413,1.0,2.0,
2464,2.0,,
2582,1.0,1.0,
2971,1.0,1.0,1.0
2990,1.0,,1.0
3093,2.0,,
3116,2.0,3.0,2.0
3200,2.0,3.0,3.0
3206,1.0,,
3343,2.0,1.0,4.0
3638,1.0,,1.0
3671,2.0,2.0,3.0
3966,1.0,2.0,
3982,1.0,1.0,4.0
3989,2.0,,
4078,2.0,,1.0
4271,1.0,1.0,
4304,1.0,1.0,2.0
4387,1.0,1.0,2.0
4390,1.0,,2.0
4643,1.0,1.0,2.0
4659,1.0,1.0,2.0
4676,2.0,1.0,1.0
4763,1.0,,
4777,1.0,,
4788,4.0,3.0,
4891,1.0,,
5033,5.0,,3.0
5049,1.0,1.0,2.0
5091,1.0,1.0,1.0
5135,1.0,1.0,2.0
5156,2.0,1.0,
5241,2.0,1.0,1.0
5335,1.0,,1.0
5373,1.0,1.0,1.0
5374,3.0,2.0,2.0
5672,2.0,2.0,7.0
5673,2.0,2.0,2.0
5733,2.0,1.0,3.0
5976,3.0,1.0,5.0
6031,2.0,,
6120,2.0,,3.0
6147,2.0,,
6176,1.0,1.0,1.0
6306,1.0,1.0,1.0
6395,1.0,,1.0
6445,2.0,1.0,3.0
6476,1.0,,
6510,1.0,1.0,2.0
6520,2.0,2.0,7.0
6522,1.0,,2.0
6527,1.0,3.0,2.0
6589,1.0,,
6611,1.0,,
6689,2.0,2.0,2.0
6704,2.0,,2.0
6717,1.0,,2.0
6764,1.0,,2.0
6798,1.0,2.0,6.0
6903,1.0,1.0,
6994,1.0,,
7016,1.0,,
7353,1.0,,2.0
7368,2.0,1.0,3.0
7372,2.0,3.0,3.0
7435,3.0,1.0,2.0
7551,1.0,,1.0
7592,1.0,,
7656,1.0,1.0,5.0
7761,1.0,,2.0
7781,2.0,,
7788,2.0,3.0,2.0
7929,2.0,1.0,
8007,1.0,1.0,1.0
8015,1.0,1.0,
8043,1.0,1.0,
8048,1.0,,1.0
8055,1.0,1.0,1.0
8074,1.0,1.0,2.0
8222,1.0,,
8369,2.0,1.0,
8408,1.0,,
8485,1.0,,1.0
8756,1.0,,1.0
8790,1.0,,1.0
8794,1.0,1.0,1.0
8921,1.0,,1.0
8950,3.0,2.0,2.0
9342,2.0,2.0,2.0
9346,3.0,,1.0
9350,1.0,,1.0
9381,1.0,1.0,4.0
9417,1.0,1.0,1.0
9443,3.0,3.0,3.0
9447,1.0,2.0,4.0
9500,4.0,2.0,1.0
9528,1.0,2.0,
9565,1.0,,
9591,2.0,,5.0
9673,1.0,,3.0
9688,2.0,1.0,5.0
9730,1.0,,
9770,2.0,,
9836,1.0,,1.0
9996,2.0,,3.0
10020,1.0,,
10023,1.0,,2.0
10034,1.0,,1.0
10058,1.0,,
10079,1.0,,
10121,1.0,2.0,4.0
10123,1.0,2.0,3.0
10156,2.0,1.0,2.0
10178,2.0,2.0,
10261,2.0,1.0,
10262,3.0,1.0,2.0
10274,1.0,5.0,3.0
10565,1.0,,
10664,1.0,,
10675,2.0,1.0,5.0
10793,2.0,1.0,1.0
10818,1.0,,2.0
10895,2.0,,5.0
10901,2.0,,2.0
10913,1.0,,
10922,1.0,1.0,
11093,1.0,1.0,1.0
11108,3.0,2.0,4.0
11128,1.0,,
11146,2.0,1.0,1.0
11175,1.0,1.0,1.0
11215,1.0,,2.0
11262,3.0,1.0,
11306,1.0,1.0,
11375,1.0,,
11387,4.0,2.0,1.0
11416,1.0,,1.0
11432,1.0,,5.0
11441,2.0,1.0,5.0
11502,1.0,10.0,8.0
11504,1.0,,2.0
11587,1.0,1.0,3.0
11622,4.0,2.0,2.0
11625,1.0,3.0,
11626,1.0,1.0,
11651,1.0,3.0,2.0
11661,4.0,2.0,1.0
11795,1.0,1.0,
11851,1.0,1.0,1.0
11937,1.0,,
12111,1.0,2.0,
12205,3.0,2.0,2.0
12211,2.0,,1.0
12245,1.0,,
12345,1.0,2.0,
12403,1.0,,
12453,1.0,,
12499,1.0,,
12593,2.0,,
12609,1.0,2.0,
12676,2.0,,1.0
12723,2.0,,
12737,2.0,,
12773,2.0,1.0,2.0
12801,1.0,1.0,1.0
12806,2.0,1.0,1.0
12876,1.0,,
12974,1.0,,
12977,1.0,1.0,1.0
13035,1.0,,2.0
13168,2.0,2.0,3.0
13191,1.0,,2.0
13211,1.0,1.0,1.0
13249,1.0,,1.0
13304,1.0,,
13326,1.0,1.0,1.0
13393,1.0,,
13441,1.0,,
13475,1.0,1.0,
13493,4.0,1.0,1.0
13687,1.0,,1.0
13746,1.0,2.0,
13775,2.0,1.0,1.0
13808,1.0,,
13846,1.0,1.0,
13849,1.0,1.0,
13866,1.0,2.0,2.0
13883,1.0,,
13900,1.0,,1.0
14024,1.0,2.0,1.0
14030,1.0,,
14206,1.0,,1.0
14216,1.0,,
14297,1.0,1.0,2.0
14303,1.0,1.0,5.0
14309,1.0,1.0,1.0
14328,1.0,,2.0
14388,1.0,,
14455,1.0,,
14543,1.0,1.0,2.0
14606,2.0,,1.0
14710,2.0,1.0,1.0
14821,1.0,,
14877,1.0,,1.0
14896,2.0,1.0,7.0
14983,2.0,,
15043,2.0,,1.0
15045,3.0,2.0,1.0
15205,2.0,1.0,2.0
15229,3.0,1.0,1.0
15388,2.0,,
15521,1.0,1.0,1.0
15540,1.0,1.0,
15557,2.0,,
15760,1.0,1.0,1.0
15799,4.0,4.0,8.0
15906,1.0,,
15908,1.0,,
16009,1.0,,
16012,2.0,,2.0
16181,2.0,1.0,2.0
16381,1.0,,1.0
16511,2.0,1.0,5.0
16685,1.0,,1.0
16760,2.0,1.0,2.0
16874,1.0,,
16966,1.0,,2.0
16995,1.0,,
17125,2.0,,1.0
17298,1.0,1.0,1.0
17350,1.0,,
17392,1.0,,2.0
17397,1.0,,
17581,1.0,,1.0
17601,1.0,1.0,2.0
17671,2.0,,3.0
17719,3.0,3.0,8.0
17723,1.0,1.0,1.0
17733,1.0,,
17734,1.0,,
17910,2.0,1.0,1.0
17916,2.0,2.0,5.0
17972,1.0,,
18025,2.0,1.0,3.0
18053,1.0,,1.0
18063,2.0,1.0,3.0
18071,1.0,2.0,1.0
18129,2.0,5.0,3.0
18131,1.0,,
18148,1.0,,1.0
18296,1.0,1.0,1.0
18359,3.0,1.0,5.0
18360,1.0,1.0,1.0
18375,2.0,,2.0
18508,1.0,,
18531,2.0,,3.0
18651,1.0,,
18657,3.0,1.0,1.0
18793,2.0,2.0,1.0
18910,1.0,,1.0
18988,1.0,,
19039,1.0,1.0,
19069,1.0,1.0,1.0
19072,1.0,,
19109,2.0,,
19142,1.0,,1.0
19160,2.0,1.0,1.0
19162,1.0,,1.0
19193,1.0,,
19223,1.0,,2.0
19231,2.0,,
19343,2.0,,
19525,1.0,1.0,
19565,1.0,3.0,
19570,2.0,,
19589,2.0,1.0,2.0
19591,1.0,,
19633,2.0,,2.0
19716,2.0,,1.0
19738,2.0,,2.0
19834,1.0,3.0,1.0
19915,2.0,1.0,1.0
20056,1.0,,3.0
20107,2.0,,1.0
20141,1.0,,1.0
20212,2.0,,1.0
20272,3.0,1.0,2.0
20285,1.0,,2.0
20330,1.0,,1.0
20424,1.0,,1.0
20434,2.0,,2.0
20500,1.0,,1.0
20534,1.0,,1.0
20564,2.0,,
20574,2.0,,1.0
20603,1.0,,
20633,1.0,,
20734,1.0,2.0,1.0
20792,1.0,,
20797,2.0,1.0,1.0
20913,1.0,1.0,1.0
20962,2.0,,1.0
21013,2.0,1.0,3.0
21119,2.0,1.0,1.0
21145,1.0,1.0,
21149,2.0,1.0,2.0
21170,1.0,,
21171,1.0,1.0,2.0
21244,1.0,,
21416,3.0,1.0,
21418,1.0,,
21420,1.0,,
21425,2.0,,1.0
21592,1.0,,
21598,2.0,,
21599,1.0,1.0,
21613,1.0,,2.0
21663,1.0,1.0,
21697,1.0,1.0,1.0
21776,3.0,2.0,4.0
21947,1.0,1.0,2.0
21997,1.0,,1.0
22033,1.0,,1.0
22046,2.0,1.0,4.0
22156,2.0,1.0,
22171,1.0,,
22177,1.0,,
22244,1.0,,
22267,1.0,1.0,1.0
22272,1.0,5.0,2.0
22338,2.0,5.0,1.0
22352,3.0,1.0,2.0
22446,2.0,,2.0
22468,1.0,,
22493,4.0,,2.0
22545,2.0,,2.0
22555,1.0,1.0,
22558,1.0,1.0,1.0
22567,1.0,3.0,5.0
22571,1.0,,
22572,1.0,1.0,
22585,2.0,3.0,5.0
22602,3.0,2.0,
22605,5.0,2.0,6.0
22650,1.0,,
22931,1.0,,
23005,1.0,4.0,1.0
23020,3.0,,
23057,1.0,,
23061,1.0,,
23249,1.0,1.0,
23372,3.0,1.0,7.0
23582,2.0,2.0,3.0
23634,2.0,,1.0
23647,1.0,,1.0
23799,2.0,,
23846,1.0,,
23957,2.0,1.0,1.0
24023,2.0,,1.0
24042,1.0,,
24064,1.0,1.0,2.0
24106,1.0,,
24119,1.0,,
24150,1.0,,
24245,1.0,1.0,
24273,1.0,,1.0
24286,2.0,,2.0
24333,1.0,1.0,4.0
24382,1.0,2.0,1.0
24421,2.0,,
24541,3.0,2.0,1.0
24734,1.0,,
24953,1.0,,
24969,2.0,2.0,3.0
25049,1.0,1.0,1.0
25189,1.0,1.0,1.0
25763,2.0,,1.0
26034,3.0,1.0,2.0
26051,1.0,,
26169,1.0,2.0,1.0
26261,1.0,,1.0
26312,2.0,3.0,2.0
26399,1.0,3.0,
26420,2.0,,
26491,1.0,,1.0
26594,1.0,,1.0
26737,3.0,,1.0
26779,1.0,,
26849,2.0,1.0,
26902,1.0,,
27077,1.0,1.0,1.0
27084,1.0,,2.0
27090,1.0,,2.0
27403,2.0,,1.0
27418,2.0,1.0,
27673,1.0,,1.0
27706,1.0,,
27731,3.0,2.0,3.0
27765,2.0,1.0,3.0
27804,2.0,,2.0
27845,1.0,1.0,
27881,2.0,6.0,2.0
28036,1.0,,1.0
28107,2.0,1.0,2.0
28164,1.0,,
28205,2.0,,
28445,2.0,1.0,1.0
28495,2.0,4.0,
28605,3.0,2.0,3.0
28690,2.0,,
28695,2.0,,1.0
28703,1.0,,1.0
29058,2.0,2.0,4.0
29203,2.0,2.0,2.0
29335,1.0,,2.0
29525,1.0,,1.0
29585,1.0,2.0,
29674,1.0,,
1284,1.0,,
2536,1.0,,
8476,3.0,,
18441,3.0,1.0,1.0
19723,3.0,1.0,1.0
25728,3.0,1.0,2.0
26592,2.0,,1.0
29668,1.0,1.0,4.0
5809,2.0,1.0,1.0
18981,1.0,1.0,2.0
25513,2.0,1.0,1.0
28606,2.0,,2.0
83,1.0,,2.0
2855,1.0,11.0,1.0
7303,1.0,,
9587,1.0,1.0,4.0
10747,1.0,1.0,1.0
14253,1.0,1.0,
18528,2.0,1.0,2.0
21600,1.0,,1.0
25726,1.0,,1.0
3307,2.0,1.0,2.0
3308,1.0,,
3311,1.0,1.0,1.0
3317,1.0,,
3318,1.0,,
3328,2.0,,
3335,1.0,,2.0
3338,1.0,,2.0
3340,1.0,,1.0
4071,1.0,,1.0
12473,2.0,1.0,
14347,1.0,2.0,3.0
18060,4.0,,2.0
25810,3.0,,
26903,1.0,,1.0
29171,2.0,,1.0
74,1.0,,3.0
92,1.0,1.0,
4084,3.0,1.0,8.0
6723,1.0,,
6840,2.0,,1.0
7231,3.0,,3.0
9191,5.0,1.0,
10809,3.0,1.0,
20410,1.0,,1.0
22187,2.0,,1.0
24009,2.0,1.0,2.0
26590,2.0,,
27916,1.0,2.0,4.0
1403,2.0,,4.0
6439,1.0,,
23496,1.0,,
29867,3.0,3.0,7.0
37,1.0,,
96,1.0,,
143,1.0,,1.0
168,1.0,,2.0
564,2.0,1.0,1.0
593,1.0,,
988,1.0,,
1063,1.0,,
1242,1.0,,1.0
1503,1.0,,1.0
1508,3.0,2.0,1.0
1528,2.0,,
1627,1.0,,1.0
1988,1.0,,1.0
2232,1.0,,
2302,2.0,2.0,1.0
2675,2.0,1.0,4.0
2718,2.0,1.0,2.0
2878,2.0,,2.0
2933,1.0,,
3201,1.0,2.0,
3474,2.0,,2.0
3489,1.0,,2.0
3505,1.0,1.0,1.0
3935,1.0,1.0,2.0
3961,1.0,,
4076,1.0,,2.0
4139,1.0,,
4158,1.0,,1.0
4162,1.0,,3.0
4540,2.0,1.0,1.0
4613,1.0,,
4712,1.0,,
4737,1.0,,
4856,1.0,,2.0
5069,2.0,2.0,1.0
5173,1.0,1.0,1.0
5219,1.0,,
5270,1.0,2.0,3.0
5515,1.0,1.0,2.0
5534,1.0,1.0,1.0
5583,1.0,,
5663,2.0,,1.0
5704,2.0,1.0,1.0
6151,1.0,,
6573,1.0,,2.0
6679,2.0,,1.0
6760,1.0,,
6883,2.0,1.0,
6892,1.0,,1.0
6968,3.0,,
6975,1.0,2.0,
7029,1.0,,
7071,2.0,3.0,2.0
7149,1.0,,2.0
7257,1.0,2.0,2.0
7259,1.0,1.0,1.0
7420,1.0,,2.0
7547,1.0,,
7723,1.0,,
7923,1.0,,2.0
8219,1.0,1.0,4.0
8247,1.0,,
8474,1.0,1.0,2.0
8673,1.0,1.0,
8824,2.0,,1.0
8974,1.0,,3.0
9015,2.0,1.0,3.0
9024,1.0,,
9180,1.0,,
9228,1.0,1.0,1.0
9279,1.0,1.0,3.0
9303,1.0,1.0,2.0
9343,2.0,1.0,
9347,2.0,,
9362,2.0,1.0,
9635,1.0,,1.0
9694,1.0,2.0,1.0
9745,1.0,,
9951,1.0,,
10296,1.0,,
10335,2.0,3.0,2.0
10427,1.0,,1.0
10470,1.0,1.0,
10590,1.0,,
10769,1.0,,1.0
10776,1.0,1.0,
10904,1.0,,
11022,1.0,,1.0
11202,1.0,,
11499,1.0,,1.0
11511,1.0,,2.0
11575,1.0,1.0,1.0
11750,1.0,4.0,1.0
11758,1.0,1.0,1.0
11816,1.0,,
11817,1.0,1.0,
11897,1.0,,1.0
12029,1.0,,
12049,1.0,,
12183,1.0,,
12213,1.0,,
12217,1.0,1.0,1.0
12451,1.0,2.0,
12484,1.0,,
12581,2.0,2.0,4.0
12855,1.0,1.0,1.0
12890,1.0,,
12960,1.0,,1.0
12990,1.0,,1.0
13381,2.0,,3.0
13684,1.0,,
13864,1.0,2.0,5.0
14294,1.0,,
14422,1.0,,1.0
14600,1.0,,1.0
14604,1.0,,1.0
14915,1.0,2.0,
15024,1.0,1.0,2.0
15284,3.0,2.0,6.0
15288,3.0,2.0,5.0
15299,3.0,3.0,3.0
15469,1.0,,
15480,1.0,,
15569,2.0,2.0,
15857,1.0,,
15955,2.0,3.0,2.0
16061,1.0,1.0,1.0
16080,1.0,,
16178,1.0,,
16234,1.0,1.0,1.0
16362,1.0,,1.0
16658,1.0,,1.0
16767,1.0,,
16906,1.0,1.0,
16992,2.0,1.0,1.0
17134,2.0,1.0,3.0
17135,1.0,,
17145,1.0,1.0,1.0
17167,1.0,,2.0
17296,1.0,1.0,2.0
17366,1.0,,1.0
17502,1.0,,1.0
17586,1.0,,1.0
17703,2.0,,1.0
17774,2.0,,
17882,1.0,,
17953,1.0,,
17964,1.0,,1.0
18329,1.0,1.0,1.0
18332,1.0,,
18421,1.0,1.0,
18483,1.0,,
18490,1.0,1.0,1.0
18747,1.0,,1.0
18788,1.0,,
18804,2.0,2.0,2.0
18903,1.0,,
18972,2.0,1.0,2.0
19021,1.0,,1.0
19048,1.0,1.0,1.0
19049,1.0,2.0,4.0
19170,1.0,1.0,
19269,1.0,,
19356,1.0,,2.0
19366,1.0,1.0,2.0
19411,1.0,,2.0
19486,1.0,2.0,
19528,1.0,,
19529,1.0,,
19545,1.0,1.0,
19675,1.0,,
19687,1.0,,
20035,1.0,,
20273,1.0,,
20483,1.0,,1.0
20589,1.0,,
20610,2.0,,
20703,1.0,,
21564,3.0,6.0,7.0
22180,1.0,,
22286,1.0,,1.0
22377,1.0,2.0,
22482,1.0,,1.0
22807,1.0,,
22826,1.0,,
22870,1.0,1.0,
22921,2.0,,1.0
23015,3.0,,
23025,1.0,,
23208,2.0,2.0,
23334,1.0,,
23378,2.0,3.0,9.0
23595,1.0,,
23638,1.0,,
23655,1.0,,
